Seat_Class,Booking_Channel,Origin,Destination,Distance_km,Route_Category,Customer_Segment,Loyalty_Status,Booking_Frequency_Qtr,Average_Spend_GBP,Total_Seats,Seats_Sold_Realized,Remaining_Seats_Realized,Demand_Index,Base_Price_At_Booking,Days_Before_Travel,Price_Premium,Load_Factor,Ticket_Price_GBP
Standard,Web,Glasgow,Paris,292.3,Medium,Leisure,None,15,261.65,200,126,74,1.645,76.11,90,0.975,0.632,87.09
Standard,Agent,Glasgow,Rotterdam,492.6,Medium,Business,Gold,4,80.14,100,39,61,2.484,88.58,101,0.982,0.39,133.16
Standard,Web,Birmingham,Rotterdam,266.8,Medium,Leisure,Gold,11,31.21,200,93,107,2.887,57.77,112,0.956,0.468,85.7
Standard,Mobile,Manchester,Brussels,184.9,Short,Leisure,None,15,52.28,200,68,132,1.082,54.96,76,1.025,0.344,54.74
Standard,Mobile,London,Rotterdam,105.7,Short,Leisure,Silver,13,380.1,100,98,2,2.539,47.57,20,1.166,0.982,71.12
Business,Mobile,London,Cologne,1024.4,Long,Leisure,None,9,358.1,150,65,85,2.724,173.32,97,1.029,0.434,272.38
Standard,Station,London,Frankfurt,621.6,Long,Student,Platinum,15,378.11,150,111,39,1.879,92.17,9,1.11,0.744,109.51
First,Mobile,Bristol,Amsterdam,590.3,Medium,Leisure,Gold,14,167.46,300,114,186,2.186,127.24,2,1.361,0.381,184.03
First,Web,Glasgow,Amsterdam,1331.9,Long,Business,None,10,63.16,100,78,22,1.608,223.15,156,1.035,0.788,273.64
Standard,Station,Edinburgh,Amsterdam,378.8,Medium,Business,Silver,5,362.88,100,91,9,1.563,67.08,34,1.019,0.912,73.73
Standard,Web,Manchester,Frankfurt,188.0,Short,Leisure,Silver,18,462.78,300,189,111,0.899,57.37,21,1.13,0.633,54.22
Standard,Mobile,Leeds,Lyon,189.7,Short,Senior,None,14,237.05,150,117,33,2.222,61.35,83,0.995,0.781,78.69
Standard,Agent,London,Rotterdam,130.0,Short,Leisure,Platinum,12,386.87,100,76,24,0.917,46.84,81,0.992,0.762,31.78
Business,Mobile,Edinburgh,Brussels,293.5,Medium,Senior,None,18,369.48,100,75,25,0.955,84.9,133,0.998,0.758,82.1
Business,Station,Edinburgh,Paris,394.8,Medium,Senior,Silver,0,429.77,200,74,126,1.757,91.56,85,0.988,0.374,110.41
Standard,Mobile,Glasgow,Lyon,892.3,Long,Senior,Silver,9,33.62,200,174,26,1.645,145.52,22,1.196,0.872,185.7
Standard,Station,Edinburgh,Amsterdam,1003.2,Long,Student,Gold,10,478.55,150,106,44,2.124,159.58,168,0.985,0.71,198.98
Business,Agent,Manchester,Amsterdam,1420.3,Long,Leisure,None,11,435.37,200,91,109,1.805,218.55,84,0.989,0.459,274.32
First,Web,Edinburgh,Rotterdam,853.7,Long,Leisure,Silver,13,440.71,200,121,79,1.288,146.67,160,1.035,0.608,166.11
Business,Web,Leeds,Lyon,1355.1,Long,Business,None,15,498.25,150,121,29,0.645,204.0,45,0.951,0.808,179.18
Standard,Web,London,Brussels,190.3,Short,Leisure,Gold,6,326.95,150,112,38,1.972,69.03,83,1.028,0.75,82.07
Standard,Mobile,Leeds,Lyon,170.8,Short,Student,None,3,59.2,300,122,178,1.722,36.82,33,0.973,0.407,47.68
First,Web,London,Frankfurt,410.9,Medium,Business,Gold,15,414.94,100,72,28,0.702,117.19,35,1.009,0.721,94.2
First,Web,Birmingham,Amsterdam,425.6,Medium,Leisure,Silver,18,84.74,100,65,35,2.248,107.48,46,0.976,0.656,154.23
Standard,Web,Bristol,Brussels,527.9,Medium,Leisure,None,2,374.19,150,113,37,1.137,101.98,127,1.037,0.758,113.42
Standard,Agent,Edinburgh,Rotterdam,640.1,Long,Leisure,None,8,223.53,150,127,23,0.586,112.14,106,1.042,0.849,103.28
Standard,Mobile,Leeds,Paris,1262.3,Long,Business,None,16,23.17,250,132,118,0.528,187.95,164,0.968,0.53,157.85
Standard,Web,Bristol,Rotterdam,411.5,Medium,Leisure,Platinum,3,229.17,200,117,83,1.849,87.34,108,1.038,0.586,100.73
Standard,Web,Bristol,Amsterdam,358.9,Medium,Business,Silver,8,402.4,250,179,71,2.821,78.68,83,0.963,0.716,113.81
Business,Web,Bristol,Rotterdam,1290.2,Long,Business,Platinum,13,61.95,100,84,16,2.619,203.09,100,0.994,0.847,279.73
Standard,Web,Bristol,Lyon,89.9,Short,Leisure,None,11,21.06,150,109,41,0.754,65.36,107,0.952,0.732,56.21
First,Web,Bristol,Brussels,184.3,Short,Business,None,18,237.33,300,93,207,1.296,80.12,26,1.139,0.31,100.02
Standard,Station,London,Amsterdam,1219.6,Long,Business,Platinum,10,20.72,100,99,1,1.283,183.69,135,0.958,0.994,170.62
First,Agent,Manchester,Paris,444.1,Medium,Business,Gold,3,468.67,150,48,102,2.632,115.25,87,1.016,0.32,156.58
Business,Web,Edinburgh,Paris,409.2,Medium,Senior,Gold,12,415.93,100,90,10,2.5,96.81,133,1.017,0.908,140.95
Standard,Web,Edinburgh,Cologne,791.5,Long,Leisure,Platinum,13,322.46,250,233,17,2.914,125.56,117,0.962,0.934,183.36
Standard,Web,London,Lyon,446.8,Medium,Leisure,Platinum,9,28.31,150,67,83,1.802,88.02,160,1.03,0.45,100.53
Standard,Web,Leeds,Frankfurt,490.0,Medium,Student,None,15,293.51,200,168,32,0.535,95.74,79,0.972,0.843,81.12
Standard,Web,London,Lyon,204.7,Medium,Leisure,None,19,342.12,300,190,110,2.755,64.55,81,0.98,0.634,99.35
First,Web,Glasgow,Brussels,105.0,Short,Leisure,None,19,301.97,150,88,62,0.589,78.26,84,0.961,0.592,71.77
Business,Web,Bristol,Lyon,174.9,Short,Business,Gold,5,474.51,100,40,60,2.579,57.78,112,1.034,0.403,87.88
Standard,Mobile,Manchester,Brussels,1169.0,Long,Business,None,11,419.05,150,93,57,1.797,173.36,123,1.0,0.622,213.12
Standard,Mobile,Edinburgh,Cologne,142.3,Short,Leisure,Silver,15,195.24,200,149,51,2.914,43.48,156,1.035,0.746,79.71
Standard,Mobile,Leeds,Cologne,84.3,Short,Business,Platinum,7,353.5,200,129,71,1.107,36.79,125,0.993,0.649,30.44
First,Web,Birmingham,Cologne,452.8,Medium,Leisure,Gold,2,241.35,150,68,82,1.782,101.96,122,0.989,0.457,112.48
Standard,Station,London,Frankfurt,167.9,Short,Business,None,14,465.61,250,160,90,0.534,66.27,80,0.996,0.641,59.33
Standard,Agent,Birmingham,Cologne,961.6,Long,Business,Silver,17,316.7,300,273,27,2.002,147.18,128,0.999,0.911,182.45
Standard,Web,Edinburgh,Lyon,77.3,Short,Business,None,7,299.39,300,261,39,0.669,50.24,78,0.988,0.872,49.6
Standard,Web,London,Paris,230.9,Medium,Business,Silver,8,260.33,200,86,114,0.663,71.26,74,0.996,0.434,69.36
Standard,Mobile,Edinburgh,Brussels,125.9,Short,Leisure,None,19,201.31,100,64,36,2.322,35.75,41,0.998,0.643,54.62
First,Web,London,Rotterdam,1215.5,Long,Leisure,None,11,91.07,200,144,56,0.963,206.84,86,1.049,0.723,210.11
Standard,Web,Leeds,Brussels,265.1,Medium,Leisure,Gold,14,151.49,250,168,82,2.945,48.82,66,1.013,0.672,67.84
Standard,Mobile,Edinburgh,Paris,368.6,Medium,Leisure,Platinum,11,179.6,200,152,48,1.491,91.86,7,1.186,0.762,106.55
Business,Mobile,Glasgow,Rotterdam,1111.8,Long,Business,Platinum,14,93.93,250,194,56,1.709,183.65,169,0.999,0.779,194.95
First,Web,Birmingham,Lyon,73.4,Short,Business,None,17,410.1,250,145,105,1.287,72.86,123,1.009,0.583,78.24
Standard,Mobile,Manchester,Frankfurt,308.0,Medium,Leisure,Gold,2,21.06,100,46,54,1.196,71.35,127,0.953,0.469,61.53
Standard,Agent,Leeds,Amsterdam,1147.6,Long,Student,Gold,17,459.57,150,91,59,2.686,170.37,173,0.979,0.61,237.82
Standard,Web,Glasgow,Lyon,490.0,Medium,Business,Gold,7,81.58,100,37,63,2.733,88.56,172,1.03,0.376,132.19
Standard,Mobile,Leeds,Cologne,454.4,Medium,Leisure,Gold,17,44.47,100,82,18,1.022,94.16,30,0.984,0.823,88.36
Standard,Web,London,Rotterdam,157.0,Short,Leisure,Platinum,9,497.69,150,126,24,0.599,65.72,166,1.022,0.843,51.74
Standard,Web,Birmingham,Lyon,137.2,Short,Business,None,6,499.9,150,144,6,1.194,52.94,167,0.953,0.96,45.45
Standard,Mobile,Edinburgh,Brussels,175.4,Short,Leisure,Gold,1,112.04,150,139,11,2.562,54.28,147,1.006,0.929,79.08
First,Web,Birmingham,Brussels,1344.1,Long,Student,Gold,17,84.22,100,38,62,1.745,227.57,175,1.049,0.389,277.64
Standard,Web,Leeds,Frankfurt,1316.6,Long,Business,None,9,114.93,200,136,64,2.472,207.22,38,1.021,0.682,297.52
First,Web,London,Cologne,136.3,Short,Senior,None,18,265.44,200,158,42,2.583,79.09,145,1.02,0.794,116.47
Standard,Mobile,Birmingham,Rotterdam,199.1,Short,Leisure,None,2,174.17,100,88,12,2.548,43.57,101,0.998,0.88,56.58
Business,Mobile,Glasgow,Frankfurt,55.9,Short,Business,Platinum,5,181.46,150,76,74,1.957,47.46,79,0.978,0.509,57.05
First,Web,Edinburgh,Frankfurt,79.3,Short,Student,Platinum,9,408.59,100,99,1,0.926,55.84,102,0.991,0.991,57.97
First,Mobile,Bristol,Paris,523.6,Medium,Leisure,Silver,19,447.29,200,130,70,2.079,122.35,99,1.001,0.653,156.84
First,Web,Leeds,Rotterdam,530.5,Medium,Leisure,Silver,9,485.52,150,93,57,1.259,108.49,4,1.421,0.624,133.8
Business,Mobile,Manchester,Amsterdam,1336.9,Long,Business,None,12,267.07,100,59,41,2.411,208.63,163,0.966,0.595,293.08
Standard,Web,Manchester,Amsterdam,549.1,Medium,Senior,Gold,9,138.15,200,85,115,1.012,112.41,129,0.987,0.425,107.19
Standard,Mobile,Leeds,Rotterdam,369.0,Medium,Business,None,18,286.36,150,103,47,2.116,76.72,85,1.036,0.691,99.53
Standard,Agent,Bristol,Cologne,1438.7,Long,Business,Silver,13,438.1,150,58,92,0.714,196.6,110,0.951,0.387,169.7
First,Agent,London,Frankfurt,283.7,Medium,Business,Platinum,10,34.84,300,267,33,2.505,92.67,150,1.032,0.89,120.69
First,Web,Birmingham,Brussels,574.8,Medium,Leisure,Silver,19,457.4,150,50,100,1.287,125.04,133,0.955,0.334,126.2
Standard,Station,Birmingham,Amsterdam,133.5,Short,Leisure,Silver,15,128.74,200,179,21,2.932,39.41,36,1.028,0.897,62.12
Standard,Web,Bristol,Rotterdam,74.6,Short,Leisure,None,2,169.04,200,173,27,1.65,37.05,102,1.049,0.868,49.61
Standard,Agent,Glasgow,Rotterdam,494.4,Medium,Leisure,None,12,194.75,250,127,123,1.143,95.78,137,1.025,0.51,98.25
Business,Web,Bristol,Lyon,866.3,Long,Student,Gold,13,458.61,200,65,135,0.814,156.5,110,1.003,0.325,137.93
Standard,Web,Edinburgh,Paris,288.2,Medium,Business,None,8,104.48,200,183,17,2.967,69.04,57,0.963,0.919,110.81
Standard,Web,Edinburgh,Brussels,754.9,Long,Senior,None,3,127.05,200,172,28,1.499,132.39,106,0.956,0.863,149.59
Standard,Web,Manchester,Paris,54.4,Short,Leisure,None,13,370.93,150,111,39,2.168,46.77,109,0.99,0.744,68.61
Standard,Mobile,London,Lyon,1288.2,Long,Leisure,Silver,10,468.65,250,84,166,1.303,189.77,84,0.991,0.339,201.11
Business,Agent,London,Amsterdam,1037.9,Long,Student,None,11,70.27,250,164,86,1.065,169.63,90,0.973,0.656,164.22
First,Mobile,Glasgow,Paris,591.5,Medium,Leisure,Silver,16,270.68,100,95,5,1.928,129.63,132,0.99,0.954,165.83
First,Mobile,Bristol,Cologne,995.3,Long,Leisure,Silver,15,458.94,100,37,63,1.489,169.32,51,0.979,0.375,183.15
Standard,Mobile,Manchester,Paris,537.3,Medium,Leisure,None,0,445.32,250,164,86,1.703,103.87,167,0.956,0.657,128.83
Standard,Web,Manchester,Paris,195.2,Short,Leisure,None,15,475.26,250,215,35,2.264,53.09,84,0.995,0.862,78.43
Standard,Web,Edinburgh,Rotterdam,53.4,Short,Senior,Gold,17,453.01,150,114,36,1.206,37.69,106,0.998,0.763,33.75
First,Web,Birmingham,Lyon,242.1,Medium,Business,Silver,10,171.06,200,115,85,0.886,82.21,71,1.02,0.576,86.21
Standard,Web,Glasgow,Rotterdam,913.1,Long,Student,None,1,119.85,250,231,19,1.844,142.09,55,1.005,0.924,187.53
Standard,Web,London,Brussels,180.5,Short,Student,Silver,15,452.71,300,200,100,0.79,44.83,108,1.04,0.669,32.85
Standard,Web,Glasgow,Rotterdam,535.2,Medium,Leisure,None,15,361.74,150,136,14,2.19,91.39,31,0.985,0.908,120.73
Business,Web,Manchester,Brussels,930.1,Long,Business,None,3,201.69,100,72,28,1.978,165.91,50,0.972,0.728,211.11
Standard,Web,Edinburgh,Lyon,80.0,Short,Leisure,Silver,0,362.21,150,77,73,1.086,56.14,136,0.957,0.519,54.44
First,Station,Edinburgh,Rotterdam,170.3,Short,Leisure,None,10,167.45,250,232,18,1.173,78.62,87,0.989,0.929,89.21
Standard,Web,Edinburgh,Paris,438.8,Medium,Student,Silver,6,299.05,300,274,26,0.966,103.64,112,0.955,0.916,91.79
Standard,Mobile,Glasgow,Paris,54.7,Short,Leisure,None,5,132.0,250,128,122,2.729,38.39,143,0.998,0.515,57.36
Standard,Mobile,Birmingham,Frankfurt,170.6,Short,Leisure,None,5,289.64,100,45,55,1.296,63.14,65,1.039,0.451,77.84
Standard,Mobile,Manchester,Cologne,193.5,Short,Leisure,None,19,463.12,150,147,3,2.777,51.51,10,1.154,0.985,84.9
Standard,Web,Bristol,Amsterdam,56.3,Short,Leisure,None,17,390.29,100,63,37,0.556,40.13,169,1.016,0.631,39.49
Standard,Web,Bristol,Amsterdam,314.3,Medium,Leisure,Platinum,7,334.91,250,249,1,1.482,72.8,88,1.038,0.998,68.59
Standard,Web,Edinburgh,Brussels,527.8,Medium,Leisure,None,5,138.09,250,119,131,2.762,84.65,79,0.963,0.478,135.7
Business,Web,Edinburgh,Lyon,433.9,Medium,Leisure,Platinum,7,50.42,150,55,95,2.291,110.1,113,1.005,0.371,147.41
Standard,Web,Birmingham,Paris,595.7,Medium,Senior,Platinum,2,361.07,250,76,174,0.651,108.8,176,0.986,0.305,84.19
First,Mobile,Edinburgh,Rotterdam,1424.0,Long,Leisure,Silver,3,296.53,200,103,97,1.737,228.84,149,1.009,0.519,271.75
Standard,Mobile,Leeds,Cologne,760.4,Long,Leisure,Gold,5,122.05,150,106,44,0.819,118.4,24,1.113,0.709,108.8
First,Mobile,Manchester,Amsterdam,1206.6,Long,Leisure,Platinum,16,468.69,100,47,53,0.855,200.7,151,0.986,0.474,165.63
Standard,Web,Edinburgh,Lyon,461.3,Medium,Business,None,0,284.97,300,210,90,1.61,94.56,69,1.021,0.703,117.01
Standard,Web,Edinburgh,Lyon,699.8,Long,Business,None,14,294.49,250,84,166,2.688,120.4,33,1.007,0.339,179.82
Standard,Station,Manchester,Paris,680.6,Long,Senior,None,14,163.41,300,293,7,1.411,105.84,36,1.024,0.979,114.17
Standard,Web,London,Cologne,135.4,Short,Business,Silver,11,442.1,100,54,46,2.212,53.82,153,0.995,0.543,75.42
Standard,Mobile,Leeds,Lyon,110.4,Short,Leisure,None,5,447.87,300,294,6,1.068,53.08,90,0.967,0.981,49.07
First,Mobile,Leeds,Amsterdam,418.2,Medium,Leisure,Platinum,19,363.27,150,101,49,1.508,104.26,66,0.973,0.674,106.85
Business,Web,Bristol,Frankfurt,85.8,Short,Business,Silver,4,67.65,100,62,38,0.789,65.23,31,1.027,0.626,66.76
First,Web,Edinburgh,Amsterdam,133.5,Short,Business,Platinum,6,60.51,150,54,96,0.837,78.9,104,0.985,0.363,59.3
First,Web,Manchester,Cologne,353.4,Medium,Leisure,None,7,245.3,150,53,97,2.133,82.69,172,0.991,0.359,103.89
Standard,Web,Bristol,Frankfurt,555.0,Medium,Business,Gold,9,88.21,300,198,102,0.529,112.23,173,1.033,0.66,88.52
Standard,Web,Glasgow,Rotterdam,875.5,Long,Student,Silver,6,179.32,200,104,96,2.284,134.48,83,0.972,0.523,179.7
Standard,Web,Glasgow,Rotterdam,548.3,Medium,Business,None,6,102.24,150,64,86,2.661,108.85,121,1.031,0.43,169.16
Standard,Web,Birmingham,Lyon,356.0,Medium,Business,Platinum,13,168.86,150,59,91,1.135,65.33,120,0.962,0.395,68.14
Standard,Mobile,Glasgow,Amsterdam,136.7,Short,Student,Silver,3,472.6,100,69,31,2.685,56.2,178,0.965,0.691,74.21
Standard,Station,Glasgow,Paris,314.6,Medium,Leisure,None,9,381.61,200,102,98,2.331,83.47,67,0.986,0.511,116.17
Standard,Web,London,Cologne,523.6,Medium,Leisure,Platinum,12,86.39,250,216,34,2.559,84.32,87,1.032,0.864,107.66
Standard,Agent,Edinburgh,Lyon,1359.3,Long,Leisure,Silver,6,341.08,150,54,96,2.467,208.21,129,1.022,0.363,299.88
First,Agent,London,Paris,523.6,Medium,Leisure,None,2,34.64,100,30,70,0.504,105.15,71,1.026,0.306,86.95
First,Agent,Edinburgh,Frankfurt,455.9,Medium,Senior,None,4,492.14,300,287,13,2.196,116.87,86,0.969,0.959,158.58
Standard,Station,Edinburgh,Rotterdam,321.9,Medium,Leisure,Silver,17,275.21,100,31,69,1.623,69.04,83,1.048,0.312,83.93
Business,Web,Edinburgh,Brussels,1172.8,Long,Business,Silver,6,262.6,200,180,20,2.971,179.24,94,0.96,0.902,275.8
Business,Web,London,Brussels,1463.6,Long,Business,Silver,5,135.36,100,91,9,1.951,216.17,137,0.961,0.916,265.96
Standard,Mobile,Leeds,Frankfurt,147.3,Short,Business,Gold,7,239.76,250,240,10,2.01,50.28,99,0.986,0.963,52.37
Standard,Mobile,Birmingham,Brussels,582.6,Medium,Business,None,6,272.6,300,193,107,2.999,123.03,163,1.003,0.646,190.86
Standard,Station,Leeds,Cologne,321.8,Medium,Business,None,19,335.93,300,221,79,1.17,72.1,141,1.025,0.737,78.82
Business,Agent,Manchester,Lyon,1361.4,Long,Leisure,Gold,10,42.04,150,83,67,2.427,212.97,154,1.016,0.556,296.83
Business,Mobile,Manchester,Lyon,487.4,Medium,Senior,Gold,9,184.24,200,196,4,0.639,99.83,173,1.039,0.98,74.38
Standard,Web,Glasgow,Cologne,172.9,Short,Leisure,None,5,205.76,300,243,57,1.729,44.0,179,1.01,0.812,43.52
Standard,Web,Leeds,Amsterdam,484.3,Medium,Leisure,None,17,91.59,300,241,59,2.074,88.94,92,0.957,0.804,124.05
Standard,Web,Birmingham,Lyon,392.1,Medium,Business,Platinum,5,135.1,250,136,114,1.017,94.14,153,0.997,0.547,84.3
Standard,Mobile,Glasgow,Rotterdam,474.6,Medium,Leisure,Platinum,9,133.6,100,51,49,1.686,82.21,56,1.027,0.511,82.69
Standard,Mobile,Birmingham,Brussels,189.8,Short,Leisure,Gold,8,408.98,250,172,78,1.641,77.29,39,0.998,0.69,80.57
Business,Station,Edinburgh,Rotterdam,112.6,Short,Senior,None,7,349.87,200,71,129,1.203,58.28,131,0.963,0.357,58.35
First,Mobile,Edinburgh,Cologne,580.7,Medium,Student,Silver,11,462.92,200,118,82,2.021,141.78,53,1.02,0.593,177.51
First,Station,Manchester,Paris,644.5,Long,Student,None,9,168.75,300,201,99,2.193,142.77,161,1.023,0.672,192.12
Business,Mobile,Edinburgh,Amsterdam,612.8,Long,Leisure,Gold,11,443.2,150,123,27,0.719,124.11,62,1.026,0.825,107.65
First,Station,Glasgow,Paris,397.5,Medium,Leisure,Gold,17,434.62,100,70,30,0.887,111.15,105,0.984,0.7,98.62
Standard,Web,Edinburgh,Rotterdam,1363.7,Long,Student,Silver,18,235.02,100,57,43,2.893,197.34,69,1.018,0.573,307.58
Standard,Station,Birmingham,Brussels,87.2,Short,Student,None,13,322.27,200,64,136,0.598,35.53,132,1.024,0.32,33.9
Standard,Mobile,London,Rotterdam,477.4,Medium,Business,Gold,12,307.02,250,199,51,0.772,89.66,59,0.989,0.796,73.89
First,Web,Leeds,Paris,132.0,Short,Student,Gold,6,167.76,300,251,49,2.531,72.61,145,0.992,0.837,107.64
Standard,Web,Bristol,Brussels,316.3,Medium,Senior,Silver,7,145.79,100,89,11,2.522,67.61,150,0.999,0.898,99.12
First,Agent,Bristol,Lyon,857.2,Long,Business,Gold,14,101.1,250,109,141,2.886,165.66,166,1.011,0.439,251.52
Standard,Web,Edinburgh,Amsterdam,665.9,Long,Leisure,None,8,422.08,250,163,87,2.665,115.88,31,0.98,0.653,169.1
Standard,Web,Edinburgh,Frankfurt,414.5,Medium,Business,Gold,2,276.09,200,124,76,1.041,96.82,49,0.966,0.622,92.98
Standard,Web,Leeds,Brussels,1005.1,Long,Senior,Silver,4,182.42,300,249,51,2.201,163.79,113,0.975,0.833,217.45
Standard,Mobile,Bristol,Cologne,860.5,Long,Leisure,None,3,264.8,300,195,105,0.995,136.59,110,1.003,0.652,138.88
First,Station,Birmingham,Cologne,195.6,Short,Business,Gold,19,58.68,150,128,22,2.561,81.21,38,1.025,0.858,118.99
First,Web,Bristol,Lyon,1336.6,Long,Business,Silver,19,70.87,300,107,193,1.805,221.16,49,1.037,0.358,274.82
Standard,Web,Bristol,Cologne,128.7,Short,Leisure,Silver,5,384.49,200,67,133,1.66,54.03,100,1.04,0.338,65.48
Standard,Agent,Glasgow,Paris,1069.5,Long,Business,None,7,452.6,250,121,129,1.752,173.49,155,1.007,0.487,219.13
Standard,Mobile,Bristol,Lyon,79.0,Short,Leisure,None,2,173.73,100,63,37,0.561,31.63,23,1.186,0.632,22.71
Standard,Station,Edinburgh,Cologne,147.4,Short,Student,Platinum,3,216.4,250,206,44,2.291,52.5,84,0.976,0.826,72.26
Standard,Web,Glasgow,Paris,581.5,Medium,Business,Silver,16,199.39,100,55,45,0.918,106.82,27,1.144,0.556,105.7
Business,Web,Edinburgh,Paris,184.7,Short,Student,None,16,249.94,150,122,28,0.843,72.79,81,0.972,0.819,63.81
Standard,Web,Leeds,Paris,62.7,Short,Leisure,Platinum,4,218.71,150,132,18,1.253,35.09,142,0.964,0.882,40.27
Standard,Mobile,Bristol,Cologne,221.2,Medium,Leisure,None,16,205.39,150,97,53,1.724,69.18,131,1.017,0.652,85.36
Standard,Web,Edinburgh,Paris,1465.1,Long,Student,Silver,11,336.77,250,242,8,1.773,210.51,104,0.974,0.971,252.03
Standard,Web,Leeds,Rotterdam,80.0,Short,Leisure,None,2,150.61,200,81,119,2.143,38.37,27,1.157,0.407,53.64
Standard,Web,Bristol,Amsterdam,1095.4,Long,Leisure,Platinum,1,472.46,300,152,148,0.664,159.59,14,1.107,0.507,131.15
Standard,Web,Birmingham,Cologne,667.2,Long,Leisure,None,10,168.07,100,99,1,1.346,105.01,172,0.967,0.998,118.82
Standard,Station,Edinburgh,Paris,537.3,Medium,Business,Gold,5,123.0,200,83,117,1.111,90.76,25,1.131,0.417,88.61
Standard,Web,London,Amsterdam,247.1,Medium,Leisure,Silver,16,486.52,300,281,19,1.507,59.53,52,0.99,0.938,61.62
Standard,Mobile,Leeds,Rotterdam,146.6,Short,Business,None,18,129.83,100,94,6,1.773,51.45,140,0.975,0.944,65.66
Standard,Agent,Edinburgh,Frankfurt,222.7,Medium,Business,None,12,277.6,250,187,63,2.624,50.6,162,1.022,0.748,70.73
Standard,Web,Birmingham,Amsterdam,73.5,Short,Business,None,4,177.88,100,33,67,2.651,49.92,23,1.106,0.334,81.98
Business,Mobile,Birmingham,Cologne,126.8,Short,Senior,Platinum,4,57.19,250,164,86,1.837,50.05,147,1.006,0.657,57.29
Standard,Agent,Edinburgh,Cologne,218.3,Medium,Leisure,Gold,18,477.4,300,104,196,2.465,57.07,120,0.953,0.348,76.5
Standard,Agent,Manchester,Paris,278.2,Medium,Business,Platinum,14,199.65,200,106,94,1.51,67.91,1,1.441,0.532,77.29
Standard,Web,Leeds,Rotterdam,254.5,Medium,Leisure,None,3,329.51,100,31,69,2.97,64.57,126,1.013,0.312,103.75
Standard,Web,Bristol,Rotterdam,216.2,Medium,Student,None,5,433.88,300,99,201,0.816,74.16,133,1.018,0.332,68.8
Standard,Web,Bristol,Rotterdam,1473.9,Long,Senior,Silver,2,285.43,150,118,32,0.858,215.38,150,1.02,0.788,191.21
First,Mobile,Birmingham,Cologne,117.5,Short,Leisure,Silver,10,362.17,200,197,3,1.233,62.43,171,1.004,0.988,61.45
First,Mobile,Edinburgh,Frankfurt,178.8,Short,Leisure,Gold,18,396.61,150,127,23,0.76,81.92,2,1.361,0.848,74.76
Standard,Mobile,Manchester,Rotterdam,343.3,Medium,Leisure,Gold,3,203.14,150,86,64,0.514,65.59,135,0.992,0.577,51.12
Standard,Web,Leeds,Lyon,56.4,Short,Student,Platinum,6,321.81,200,107,93,1.317,51.41,112,1.025,0.536,49.67
Standard,Web,London,Amsterdam,1226.1,Long,Business,None,2,118.86,100,99,1,0.616,162.58,21,1.198,0.996,144.59
Business,Mobile,Bristol,Lyon,215.5,Medium,Student,Gold,4,46.56,300,138,162,1.956,70.56,71,0.981,0.462,75.64
Standard,Web,Glasgow,Frankfurt,421.1,Medium,Leisure,Silver,15,493.63,200,65,135,2.588,86.22,59,1.014,0.327,122.46
Standard,Mobile,Leeds,Amsterdam,255.6,Medium,Business,Silver,18,64.45,100,48,52,0.956,54.46,9,1.198,0.483,62.38
Standard,Web,Leeds,Paris,468.3,Medium,Business,Silver,17,225.79,200,107,93,2.002,98.88,120,1.007,0.539,133.08
Standard,Web,Manchester,Amsterdam,557.1,Medium,Student,Platinum,2,52.35,200,128,72,1.105,111.16,168,1.03,0.642,105.79
Standard,Web,Leeds,Paris,193.4,Short,Leisure,Silver,4,462.9,100,78,22,1.824,52.75,73,1.009,0.788,62.86
Standard,Web,Bristol,Brussels,129.2,Short,Leisure,None,6,72.41,150,113,37,1.836,46.3,115,0.993,0.759,62.88
Standard,Web,Edinburgh,Amsterdam,413.1,Medium,Senior,Silver,6,397.52,250,185,65,0.629,76.3,177,1.018,0.74,59.1
First,Web,Bristol,Amsterdam,55.7,Short,Leisure,Platinum,2,363.56,100,92,8,2.825,69.17,140,1.036,0.922,102.76
Standard,Web,London,Lyon,1292.9,Long,Business,Gold,8,41.62,250,176,74,0.944,187.62,100,1.028,0.706,171.32
Standard,Web,Edinburgh,Lyon,193.4,Short,Business,None,7,366.21,250,105,145,1.94,47.54,73,1.038,0.423,60.06
Business,Web,Birmingham,Frankfurt,115.7,Short,Leisure,Gold,17,485.27,200,110,90,1.645,78.46,138,1.045,0.553,90.86
Standard,Mobile,Manchester,Paris,169.1,Short,Leisure,None,9,270.08,100,77,23,2.511,68.05,113,1.025,0.771,100.37
